S 321
W 26936 4
W 26944 4
W 26952 4
W 26960 4
W 26968 4
W 26976 4
W 26984 4
W 26992 4
W 27000 4
W 27008 4
W 27016 4
W 27024 4
W 27032 4
W 27040 4
W 27048 4
W 27056 4
W 27064 4
W 27072 4
W 27080 4
W 27088 4
W 27096 4
W 27104 4
W 27112 4
W 27120 4
W 27128 4
W 27136 4
W 27144 4
W 27152 4
W 27160 4
W 27168 4
W 27176 4
W 27184 4
W 27192 4
W 27200 4
W 27208 4
W 27216 4
W 27224 4
W 27232 4
W 27240 4
W 27248 4
W 27256 4
W 27264 4
W 27272 4
W 27280 4
W 27288 4
W 27296 4
W 27304 4
W 27312 4
W 27320 4
W 27328 4
W 27336 4
W 27344 4
W 27352 4
W 27360 4
W 27368 4
W 27376 4
W 27384 4
W 27392 4
W 27400 4
W 27408 4
W 27416 4
W 27424 4
W 27432 4
W 27440 4
W 27448 4
W 27456 4
W 27464 4
W 27472 4
W 27480 4
W 27488 4
W 27496 4
W 27504 4
W 27512 4
W 27520 4
W 27528 4
W 27536 4
W 27544 4
W 27552 4
W 27560 4
W 27568 4
W 27576 4
W 27584 4
W 27592 4
W 27600 4
W 27608 4
W 27616 4
W 27624 4
W 27632 4
W 27640 4
W 27648 4
W 27656 4
W 27664 4
W 27672 4
W 27680 4
W 27688 4
W 27696 4
W 27704 4
W 27712 4
W 27720 4
W 27728 4
W 27736 4
W 27744 4
W 27752 4
W 27760 4
W 27768 4
W 27776 4
W 27784 4
W 27792 4
W 27800 4
W 27808 4
W 27816 4
W 27824 4
W 27832 4
W 27840 4
W 27848 4
W 27856 4
W 27864 4
W 27872 4
W 27880 4
W 27888 4
W 27896 4
W 27904 4
W 27912 4
W 27920 4
W 27928 4
W 27936 4
W 27944 4
W 27952 4
W 27960 4
W 27968 4
W 27976 4
W 27984 4
W 27992 4
W 28000 4
W 28008 4
W 28016 4
W 28024 4
W 28032 4
W 28040 4
W 28048 4
W 28056 4
W 28064 4
W 28072 4
W 28080 4
W 28088 4
W 28096 4
W 28104 4
W 28112 4
W 28120 4
W 28128 4
W 28136 4
W 28144 4
W 28152 4
W 28160 4
W 28168 4
W 28176 4
W 28184 4
W 28192 4
W 28200 4
W 28208 4
W 28216 4
W 28224 4
W 28232 4
W 28240 4
W 28248 4
W 28256 4
W 28264 4
W 28272 4
W 28280 4
W 28288 4
W 28296 4
W 28304 4
W 28312 4
W 28320 4
W 28328 4
W 28336 4
W 28344 4
W 28352 4
W 28360 4
W 28368 4
W 28376 4
W 28384 4
W 28392 4
W 28400 4
W 28408 4
W 28416 4
W 28424 4
W 28432 4
W 28440 4
W 28448 4
W 28456 4
W 28464 4
W 28472 4
W 28480 4
W 28488 4
W 28496 4
W 28504 4
W 28512 4
W 28520 4
W 28528 4
W 28536 4
W 28544 4
W 28552 4
W 28560 4
W 28568 4
W 28576 4
W 28584 4
W 28592 4
W 28600 4
W 28608 4
W 28616 4
W 28624 4
W 28632 4
W 28640 4
W 28648 4
W 28656 4
W 28664 4
R 0 32
R 32 32
R 64 32
R 96 32
R 128 32
R 160 32
R 192 32
R 224 32
R 256 32
R 288 32
R 320 32
R 352 32
R 384 32
R 416 32
R 448 32
R 480 32
R 512 32
R 544 32
R 576 32
R 608 32
R 640 32
R 672 32
R 704 32
R 736 32
R 768 32
R 800 32
R 832 32
R 864 32
R 896 32
R 928 32
R 960 32
R 992 32
R 1024 32
R 1056 32
R 1088 32
R 1120 32
R 1152 32
R 1184 32
R 1216 32
R 1248 32
R 1280 32
R 1312 32
R 1344 32
R 1376 32
R 1408 32
R 1440 32
R 1472 32
R 1504 32
R 1536 32
R 1568 32
R 1600 32
R 1632 32
R 1664 32
R 1696 32
R 1728 32
R 1760 32
R 1792 32
R 1824 32
R 1856 32
R 1888 32
R 1920 32
R 1952 32
R 1984 32
R 2016 32
R 2048 32
R 2080 32
R 2112 32
R 2144 32
R 2176 32
R 2208 32
R 2240 32
R 2272 32
R 2304 32
R 2336 32
R 2368 32
R 2400 32
R 2432 32
R 2464 32
R 2496 32
R 2528 32
R 2560 32
R 2592 32
R 2624 32
R 2656 32
R 2688 32
R 2720 32
R 2752 32
R 2784 32
R 2816 32
R 2848 32
R 2880 32
R 2912 32
R 2944 32
R 2976 32
R 3008 32
R 3040 32
R 3072 32
R 3104 32
R 3136 32
R 3168 32
R 3200 32
R 3232 32
R 3264 32
R 3296 32
R 3328 32
R 3360 32
R 3392 32
R 3424 32
R 3456 32
R 3488 32
R 3520 32
R 3552 32
R 3584 32
R 3616 32
R 3648 32
R 3680 32
R 3712 32
R 3744 32
R 3776 32
R 3808 32
R 3840 32
R 3872 32
R 3904 32
R 3936 32
R 3968 32
R 4000 32
R 4032 32
R 4064 32
R 4096 32
R 4128 32
R 4160 32
R 4192 32
R 4224 32
R 4256 32
R 4288 32
R 4320 32
R 4352 32
R 4384 32
R 4416 32
R 4448 32
R 4480 32
R 4512 32
R 4544 32
R 4576 32
R 4608 32
R 4640 32
R 4672 32
R 4704 32
R 4736 32
R 4768 32
R 4800 32
R 4832 32
R 4864 32
R 4896 32
R 4928 32
R 4960 32
R 4992 32
R 5024 32
R 5056 32
R 5088 32
R 5120 32
R 5152 32
R 5184 32
R 5216 32
R 5248 32
R 5280 32
R 5312 32
R 5344 32
R 5376 32
R 5408 32
R 5440 32
R 5472 32
R 5504 32
R 5536 32
R 5568 32
R 5600 32
R 5632 32
R 5664 32
R 5696 32
R 5728 32
R 5760 32
R 5792 32
R 5824 32
R 5856 32
R 5888 32
R 5920 32
R 5952 32
R 5984 32
R 6016 32
R 6048 32
R 6080 32
R 6112 32
R 6144 32
R 6176 32
R 6208 32
R 6240 32
R 6272 32
R 6304 32
R 6336 32
R 6368 32
R 6400 32
R 6432 32
R 6464 32
R 6496 32
R 6528 32
R 6560 32
R 6592 32
R 6624 32
R 6656 32
R 6688 32
R 6720 32
R 6752 32
R 6784 32
R 6816 32
R 6848 32
R 6880 32
R 6912 32
R 6944 32
R 6976 32
R 7008 32
R 7040 32
R 7072 32
R 7104 32
R 7136 32
R 7168 32
R 7200 32
R 7232 32
R 7264 32
R 7296 32
R 7328 32
R 7360 32
R 7392 32
R 7424 32
R 7456 32
R 7488 32
R 7520 32
R 7552 32
R 7584 32
R 7616 32
R 7648 32
R 7680 32
R 7712 32
R 7744 32
R 7776 32
R 7808 32
R 7840 32
R 7872 32
R 7904 32
R 7936 32
R 7968 32
R 8000 32
R 8032 32
R 8064 32
R 8096 32
R 8128 32
R 8160 32
R 8192 32
R 8224 32
R 8256 32
R 8288 32
R 8320 32
R 8352 32
R 8384 32
R 8416 32
R 8448 32
R 8480 32
R 8512 32
R 8544 32
R 8576 32
R 8608 32
R 8640 32
R 8672 32
R 8704 32
R 8736 32
R 8768 32
R 8800 32
R 8832 32
R 8864 32
R 8896 32
R 8928 32
R 8960 32
R 8992 32
R 9024 32
R 9056 32
R 9088 32
R 9120 32
R 9152 32
R 9184 32
R 9216 32
R 9248 32
R 9280 32
R 9312 32
R 9344 32
R 9376 32
R 9408 32
R 9440 32
R 9472 32
R 9504 32
R 9536 32
R 9568 32
R 9600 32
R 9632 32
R 9664 32
R 9696 32
R 9728 32
R 9760 32
R 9792 32
R 9824 32
R 9856 32
R 9888 32
R 9920 32
R 9952 32
R 9984 32
R 10016 32
R 10048 32
R 10080 32
R 10112 32
R 10144 32
R 10176 32
R 10208 32
R 10240 32
R 10272 32
R 10304 32
R 10336 32
R 10368 32
R 10400 32
R 10432 32
R 10464 32
R 10496 32
R 10528 32
R 10560 32
R 10592 32
R 10624 32
R 10656 32
R 10688 32
R 10720 32
R 10752 32
R 10784 32
R 10816 32
R 10848 32
R 10880 32
R 10912 32
R 10944 32
R 10976 32
R 11008 32
R 11040 32
R 11072 32
R 11104 32
R 11136 32
R 11168 32
R 11200 32
R 11232 32
R 11264 32
R 11296 32
R 11328 32
R 11360 32
R 11392 32
R 11424 32
R 11456 32
R 11488 32
R 11520 32
R 11552 32
R 11584 32
R 11616 32
R 11648 32
R 11680 32
R 11712 32
R 11744 32
R 11776 32
R 11808 32
R 11840 32
R 11872 32
R 11904 32
R 11936 32
R 11968 32
R 12000 32
R 12032 32
R 12064 32
R 12096 32
R 12128 32
R 12160 32
R 12192 32
R 12224 32
R 12256 32
R 12288 32
R 12320 32
R 12352 32
R 12384 32
R 12416 32
R 12448 32
R 12480 32
R 12512 32
R 12544 32
R 12576 32
R 12608 32
R 12640 32
R 12672 32
R 12704 32
R 12736 32
R 12768 32
R 12800 32
R 12832 32
R 12864 32
R 12896 32
R 12928 32
R 12960 32
R 12992 32
R 13024 32
R 13056 32
R 13088 32
R 13120 32
R 13152 32
R 13184 32
R 13216 32
R 13248 32
R 13280 32
R 13312 32
R 13344 32
R 13376 32
R 13408 32
R 13440 32
R 13472 32
R 13504 32
R 13536 32
R 13568 32
R 13600 32
R 13632 32
R 13664 32
R 13696 32
R 13728 32
R 13760 32
R 13792 32
R 13824 32
R 13856 32
R 13888 32
R 13920 32
R 13952 32
R 13984 32
R 14016 32
R 14048 32
R 14080 32
R 14112 32
R 14144 32
R 14176 32
R 14208 32
R 14240 32
R 14272 32
R 14304 32
R 14336 32
R 14368 32
R 14400 32
R 14432 32
R 14464 32
R 14496 32
R 14528 32
R 14560 32
R 14592 32
R 14624 32
R 14656 32
R 14688 32
R 14720 32
R 14752 32
R 14784 32
R 14816 32
R 14848 32
R 14880 32
R 14912 32
R 14944 32
R 14976 32
R 15008 32
R 15040 32
R 15072 32
R 15104 32
R 15136 32
R 15168 32
R 15200 32
R 15232 32
R 15264 32
R 15296 32
R 15328 32
R 15360 32
R 15392 32
R 15424 32
R 15456 32
R 15488 32
R 15520 32
R 15552 32
R 15584 32
R 15616 32
R 15648 32
R 15680 32
R 15712 32
R 15744 32
R 15776 32
R 15808 32
R 15840 32
R 15872 32
R 15904 32
R 15936 32
R 15968 32
R 16000 32
R 16032 32
R 16064 32
R 16096 32
R 16128 32
R 16160 32
R 16192 32
R 16224 32
R 16256 32
R 16288 32
R 16320 32
R 16352 32
R 16384 32
R 16416 32
R 16448 32
R 16480 32
R 16512 32
R 16544 32
R 16576 32
R 16608 32
R 16640 32
R 16672 32
R 16704 32
R 16736 32
R 16768 32
R 16800 32
R 16832 32
R 16864 32
R 16896 32
R 16928 32
R 16960 32
R 16992 32
R 17024 32
R 17056 32
R 17088 32
R 17120 32
R 17152 32
R 17184 32
R 17216 32
R 17248 32
R 17280 32
R 17312 32
R 17344 32
R 17376 32
R 17408 32
R 17440 32
R 17472 32
R 17504 32
R 17536 32
R 17568 32
R 17600 32
R 17632 32
R 17664 32
R 17696 32
R 17728 32
R 17760 32
R 17792 32
R 17824 32
R 17856 32
R 17888 32
R 17920 32
R 17952 32
R 17984 32
R 18016 32
R 18048 32
R 18080 32
R 18112 32
R 18144 32
R 18176 32
R 18208 32
R 18240 32
R 18272 32
R 18304 32
R 18336 32
R 18368 32
R 18400 32
R 18432 32
R 18464 32
R 18496 32
R 18528 32
R 18560 32
R 18592 32
R 18624 32
R 18656 32
R 18688 32
R 18720 32
R 18752 32
R 18784 32
R 18816 32
R 18848 32
R 18880 32
R 18912 32
R 18944 32
R 18976 32
R 19008 32
R 19040 32
R 19072 32
R 19104 32
R 19136 32
R 19168 32
R 19200 32
R 19232 32
R 19264 32
R 19296 32
R 19328 32
R 19360 32
R 19392 32
R 19424 32
R 19456 32
R 19488 32
R 19520 32
R 19552 32
R 19584 32
R 19616 32
R 19648 32
R 19680 32
R 19712 32
R 19744 32
R 19776 32
R 19808 32
R 19840 32
R 19872 32
R 19904 32
R 19936 32
R 19968 32
R 20000 32
R 20032 32
R 20064 32
R 20096 32
R 20128 32
R 20160 32
R 20192 32
R 20224 32
R 20256 32
R 20288 32
R 20320 32
R 20352 32
R 20384 32
R 20416 32
R 20448 32
R 20480 32
R 20512 32
R 20544 32
R 20576 32
R 20608 32
R 20640 32
R 20672 32
R 20704 32
R 20736 32
R 20768 32
R 20800 32
R 20832 32
R 20864 32
R 20896 32
R 20928 32
R 20960 32
R 20992 32
R 21024 32
R 21056 32
R 21088 32
R 21120 32
R 21152 32
R 21184 32
R 21216 32
R 21248 32
R 21280 32
R 21312 32
R 21344 32
R 21376 32
R 21408 32
R 21440 32
R 21472 32
R 21504 32
R 21536 32
R 21568 32
R 21600 32
R 21632 32
R 21664 32
R 21696 32
R 21728 32
R 21760 32
R 21792 32
R 21824 32
R 21856 32
R 21888 32
R 21920 32
R 21952 32
R 21984 32
R 22016 32
R 22048 32
R 22080 32
R 22112 32
R 22144 32
R 22176 32
R 22208 32
R 22240 32
R 22272 32
R 22304 32
R 22336 32
R 22368 32
R 22400 32
R 22432 32
R 22464 32
R 22496 32
R 22528 32
R 22560 32
R 22592 32
R 22624 32
R 22656 32
R 22688 32
R 22720 32
R 22752 32
R 22784 32
R 22816 32
R 22848 32
R 22880 32
R 22912 32
R 22944 32
R 22976 32
R 23008 32
R 23040 32
R 23072 32
R 23104 32
R 23136 32
R 23168 32
R 23200 32
R 23232 32
R 23264 32
R 23296 32
R 23328 32
R 23360 32
R 23392 32
R 23424 32
R 23456 32
R 23488 32
R 23520 32
R 23552 32
R 23584 32
R 23616 32
R 23648 32
R 23680 32
R 23712 32
R 23744 32
R 23776 32
R 23808 32
R 23840 32
R 23872 32
R 23904 32
R 23936 32
R 23968 32
R 24000 32
R 24032 32
R 24064 32
R 24096 32
R 24128 32
R 24160 32
R 24192 32
R 24224 32
R 24256 32
R 24288 32
R 24320 32
R 24352 32
R 24384 32
R 24416 32
R 24448 32
R 24480 32
R 24512 32
R 24544 32
R 24576 32
R 24608 32
R 24640 32
R 24672 32
R 24704 32
R 24736 32
R 24768 32
R 24800 32
R 24832 32
R 24864 32
R 24896 32
R 24928 32
R 24960 32
R 24992 32
R 25024 32
R 25056 32
R 25088 32
R 25120 32
R 25152 32
R 25184 32
R 25216 32
R 25248 32
R 25280 32
R 25312 32
R 25344 32
R 25376 32
R 25408 32
R 25440 32
R 25472 32
R 25504 32
R 25536 32
R 25568 32
R 25600 32
R 25632 32
R 25664 32
R 25696 32
R 25728 32
R 25760 32
R 25792 32
R 25824 32
R 25856 32
R 25888 32
R 25920 32
R 25952 32
R 25984 32
R 26016 32
R 26048 32
R 26080 32
R 26112 32
R 26144 32
R 26176 32
R 26208 32
R 26240 32
R 26272 32
R 26304 32
R 26336 32
R 26368 32
R 26400 32
R 26432 32
R 26464 32
R 26496 32
R 26528 32
R 26560 32
R 26592 32
R 26624 32
R 26656 32
R 26688 32
R 26720 32
R 26752 32
R 26784 32
R 26816 32
R 26848 32
R 26880 32
R 26912 32
R 26944 32
R 26976 32
R 27008 32
R 27040 32
R 27072 32
R 27104 32
R 27136 32
R 27168 32
R 27200 32
R 27232 32
R 27264 32
R 27296 32
R 27328 32
R 27360 32
R 27392 32
R 27424 32
R 27456 32
R 27488 32
R 27520 32
R 27552 32
R 27584 32
R 27616 32
R 27648 32
R 27680 32
R 27712 32
R 27744 32
R 27776 32
R 27808 32
R 27840 32
R 27872 32
R 27904 32
R 27936 32
R 27968 32
R 28000 32
R 28032 32
R 28064 32
R 28096 32
R 28128 32
R 28160 32
R 28192 32
R 28224 32
R 28256 32
R 28288 32
R 28320 32
R 28352 32
R 28384 32
R 28416 32
R 28448 32
R 28480 32
R 28512 32
R 28544 32
R 28576 32
R 28608 32
R 28640 32
W 0 1
W 1 17
W 18 5
W 23 5
W 28 17
W 45 16
W 61 21
W 82 10
W 92 11
W 103 23
W 126 30
W 156 10
W 166 23
W 189 17
W 206 23
W 229 26
W 255 28
W 283 10
W 293 8
W 301 23
W 324 12
W 336 16
W 352 12
W 364 26
W 390 11
W 401 20
W 421 24
W 445 23
W 468 14
W 482 1
W 483 18
W 501 27
W 528 31
W 559 23
W 582 5
W 587 20
W 607 22
W 629 19
W 648 26
W 674 19
W 693 6
W 699 13
W 712 2
W 714 29
W 743 30
W 773 28
W 801 4
W 805 24
W 829 31
W 860 30
W 890 4
W 894 3
W 897 7
W 904 15
W 919 26
W 945 15
W 960 22
W 982 8
W 990 16
W 1006 1
W 1007 14
W 1021 5
W 1026 2
W 1028 4
W 1032 24
W 1056 22
W 1078 9
W 1087 3
W 1090 9
W 1099 6
W 1105 9
W 1114 14
W 1128 3
W 1131 5
W 1136 31
W 1167 30
W 1197 29
W 1226 3
W 1229 21
W 1250 20
W 1270 19
W 1289 26
W 1315 31
W 1346 18
W 1364 32
W 1396 32
W 1428 13
W 1441 9
W 1450 5
W 1455 7
W 1462 30
W 1492 28
W 1520 25
W 1545 6
W 1551 22
W 1573 2
W 1575 19
W 1594 29
W 1623 16
W 1639 25
W 1664 1
W 1665 28
W 1693 6
W 1699 10
W 1709 22
W 1731 20
W 1751 23
W 1774 30
W 1804 2
W 1806 13
W 1819 23
W 1842 9
W 1851 15
W 1866 22
W 1888 8
W 1896 4
W 1900 6
W 1906 17
W 1923 1
W 1924 31
W 1955 9
W 1964 23
W 1987 14
W 2001 23
W 2024 4
W 2028 10
W 2038 7
W 2045 21
W 2066 19
W 2085 23
W 2108 12
W 2120 29
W 2149 23
W 2172 22
W 2194 16
W 2210 6
W 2216 31
W 2247 24
W 2271 13
W 2284 13
W 2297 19
W 2316 9
W 2325 29
W 2354 18
W 2372 29
W 2401 23
W 2424 21
W 2445 20
W 2465 25
W 2490 32
W 2522 17
W 2539 30
W 2569 31
W 2600 5
W 2605 14
W 2619 18
W 2637 17
W 2654 15
W 2669 30
W 2699 5
W 2704 29
W 2733 3
W 2736 28
W 2764 4
W 2768 9
W 2777 23
W 2800 6
W 2806 32
W 2838 29
W 2867 10
W 2877 24
W 2901 29
W 2930 22
W 2952 26
W 2978 22
W 3000 9
W 3009 27
W 3036 29
W 3065 11
W 3076 29
W 3105 16
W 3121 3
W 3124 1
W 3125 32
W 3157 30
W 3187 14
W 3201 11
W 3212 31
W 3243 14
W 3257 6
W 3263 5
W 3268 16
W 3284 18
W 3302 24
W 3326 9
W 3335 20
W 3355 2
W 3357 9
W 3366 31
W 3397 1
W 3398 16
W 3414 9
W 3423 3
W 3426 26
W 3452 6
W 3458 17
W 3475 13
W 3488 8
W 3496 3
W 3499 10
W 3509 11
W 3520 4
W 3524 9
W 3533 23
W 3556 6
W 3562 4
W 3566 7
W 3573 17
W 3590 31
W 3621 5
W 3626 26
W 3652 5
W 3657 14
W 3671 30
W 3701 31
W 3732 24
W 3756 26
W 3782 17
W 3799 19
W 3818 31
W 3849 19
W 3868 20
W 3888 10
W 3898 12
W 3910 13
W 3923 7
W 3930 12
W 3942 3
W 3945 29
W 3974 8
W 3982 7
W 3989 15
W 4004 24
W 4028 18
W 4046 3
W 4049 21
W 4070 28
W 4098 19
W 4117 23
W 4140 6
W 4146 9
W 4155 25
W 4180 4
W 4184 22
W 4206 3
W 4209 14
W 4223 27
W 4250 21
W 4271 29
W 4300 6
W 4306 22
W 4328 25
W 4353 24
W 4377 29
W 4406 11
W 4417 21
W 4438 30
W 4468 17
W 4485 14
W 4499 9
W 4508 11
W 4519 22
W 4541 5
W 4546 23
W 4569 15
W 4584 30
W 4614 21
W 4635 3
W 4638 18
W 4656 27
W 4683 4
W 4687 25
W 4712 7
W 4719 14
W 4733 19
W 4752 31
W 4783 10
W 4793 22
W 4815 26
W 4841 24
W 4865 14
W 4879 28
W 4907 2
W 4909 20
W 4929 31
W 4960 9
W 4969 2
W 4971 9
W 4980 27
W 5007 18
W 5025 2
W 5027 14
W 5041 20
W 5061 21
W 5082 28
W 5110 3
W 5113 3
W 5116 15
W 5131 5
W 5136 13
W 5149 10
W 5159 7
W 5166 5
W 5171 32
W 5203 1
W 5204 18
W 5222 5
W 5227 30
W 5257 7
W 5264 25
W 5289 7
W 5296 29
W 5325 30
W 5355 29
W 5384 5
W 5389 20
W 5409 17
W 5426 20
W 5446 30
W 5476 20
W 5496 8
W 5504 17
W 5521 21
W 5542 13
W 5555 22
W 5577 22
W 5599 4
W 5603 17
W 5620 2
W 5622 24
W 5646 4
W 5650 17
W 5667 9
W 5676 32
W 5708 3
W 5711 31
W 5742 7
W 5749 30
W 5779 24
W 5803 31
W 5834 32
W 5866 20
W 5886 26
W 5912 10
W 5922 31
W 5953 32
W 5985 8
W 5993 12
W 6005 5
W 6010 29
W 6039 10
W 6049 20
W 6069 2
W 6071 18
W 6089 6
W 6095 29
W 6124 16
W 6140 4
W 6144 17
W 6161 29
W 6190 9
W 6199 16
W 6215 16
W 6231 23
W 6254 15
W 6269 22
W 6291 25
W 6316 7
W 6323 4
W 6327 32
W 6359 9
W 6368 26
W 6394 28
W 6422 32
W 6454 4
W 6458 30
W 6488 22
W 6510 7
W 6517 15
W 6532 2
W 6534 10
W 6544 25
W 6569 30
W 6599 8
W 6607 28
W 6635 20
W 6655 5
W 6660 6
W 6666 18
W 6684 8
W 6692 23
W 6715 6
W 6721 6
W 6727 32
W 6759 23
W 6782 7
W 6789 12
W 6801 13
W 6814 6
W 6820 23
W 6843 14
W 6857 31
W 6888 21
W 6909 18
W 6927 3
W 6930 17
W 6947 12
W 6959 5
W 6964 18
W 6982 11
W 6993 23
W 7016 3
W 7019 22
W 7041 31
W 7072 29
W 7101 30
W 7131 5
W 7136 11
W 7147 22
W 7169 11
W 7180 24
W 7204 6
W 7210 10
W 7220 15
W 7235 11
W 7246 23
W 7269 22
W 7291 2
W 7293 28
W 7321 22
W 7343 27
W 7370 25
W 7395 19
W 7414 32
W 7446 10
W 7456 7
W 7463 9
W 7472 6
W 7478 8
W 7486 7
W 7493 27
W 7520 21
W 7541 22
W 7563 31
W 7594 14
W 7608 5
W 7613 15
W 7628 24
W 7652 20
W 7672 22
W 7694 16
W 7710 30
W 7740 10
W 7750 32
W 7782 11
W 7793 27
W 7820 17
W 7837 9
W 7846 31
W 7877 5
W 7882 28
W 7910 5
W 7915 27
W 7942 10
W 7952 14
W 7966 17
W 7983 3
W 7986 8
W 7994 14
W 8008 32
W 8040 31
W 8071 32
W 8103 3
W 8106 21
W 8127 6
W 8133 6
W 8139 24
W 8163 25
W 8188 21
W 8209 14
W 8223 17
W 8240 2
W 8242 29
W 8271 22
W 8293 21
W 8314 26
W 8340 4
W 8344 30
W 8374 18
W 8392 6
W 8398 1
W 8399 15
W 8414 13
W 8427 4
W 8431 2
W 8433 19
W 8452 27
W 8479 20
W 8499 10
W 8509 12
W 8521 30
W 8551 23
W 8574 19
W 8593 13
W 8606 15
W 8621 26
W 8647 17
W 8664 13
W 8677 7
W 8684 24
W 8708 32
W 8740 22
W 8762 30
W 8792 10
W 8802 26
W 8828 20
W 8848 5
W 8853 30
W 8883 13
W 8896 29
W 8925 17
W 8942 5
W 8947 24
W 8971 31
W 9002 20
W 9022 28
W 9050 20
W 9070 14
W 9084 4
W 9088 5
W 9093 24
W 9117 8
W 9125 28
W 9153 21
W 9174 12
W 9186 16
W 9202 2
W 9204 24
W 9228 31
W 9259 7
W 9266 24
W 9290 13
W 9303 26
W 9329 2
W 9331 8
W 9339 23
W 9362 8
W 9370 23
W 9393 21
W 9414 31
W 9445 23
W 9468 12
W 9480 6
W 9486 21
W 9507 10
W 9517 23
W 9540 13
W 9553 14
W 9567 5
W 9572 22
W 9594 11
W 9605 22
W 9627 13
W 9640 28
W 9668 3
W 9671 2
W 9673 5
W 9678 30
W 9708 8
W 9716 22
W 9738 25
W 9763 7
W 9770 14
W 9784 30
W 9814 14
W 9828 2
W 9830 32
W 9862 29
W 9891 30
W 9921 17
W 9938 27
W 9965 17
W 9982 15
W 9997 14
W 10011 15
W 10026 1
W 10027 21
W 10048 3
W 10051 29
W 10080 12
W 10092 4
W 10096 14
W 10110 30
W 10140 12
W 10152 21
W 10173 18
W 10191 16
W 10207 6
W 10213 10
W 10223 30
W 10253 25
W 10278 26
W 10304 28
W 10332 13
W 10345 26
W 10371 32
W 10403 10
W 10413 4
W 10417 30
W 10447 29
W 10476 28
W 10504 30
W 10534 20
W 10554 1
W 10555 5
W 10560 18
W 10578 20
W 10598 7
W 10605 13
W 10618 12
W 10630 13
W 10643 25
W 10668 4
W 10672 14
W 10686 24
W 10710 12
W 10722 8
W 10730 1
W 10731 14
W 10745 19
W 10764 29
W 10793 17
W 10810 18
W 10828 16
W 10844 11
W 10855 7
W 10862 5
W 10867 32
W 10899 23
W 10922 8
W 10930 11
W 10941 19
W 10960 9
W 10969 18
W 10987 14
W 11001 6
W 11007 9
W 11016 15
W 11031 6
W 11037 28
W 11065 17
W 11082 23
W 11105 19
W 11124 5
W 11129 5
W 11134 21
W 11155 7
W 11162 3
W 11165 11
W 11176 7
W 11183 6
W 11189 22
W 11211 25
W 11236 8
W 11244 16
W 11260 27
W 11287 12
W 11299 30
W 11329 6
W 11335 10
W 11345 22
W 11367 28
W 11395 3
W 11398 29
W 11427 4
W 11431 2
W 11433 1
W 11434 23
W 11457 30
W 11487 14
W 11501 5
W 11506 29
W 11535 8
W 11543 11
W 11554 25
W 11579 2
W 11581 13
W 11594 1
W 11595 16
W 11611 29
W 11640 24
W 11664 28
W 11692 12
W 11704 8
W 11712 1
W 11713 9
W 11722 18
W 11740 2
W 11742 22
W 11764 25
W 11789 16
W 11805 16
W 11821 5
W 11826 4
W 11830 19
W 11849 10
W 11859 1
W 11860 27
W 11887 9
W 11896 31
W 11927 3
W 11930 27
W 11957 7
W 11964 13
W 11977 12
W 11989 32
W 12021 23
W 12044 12
W 12056 27
W 12083 8
W 12091 25
W 12116 13
W 12129 20
W 12149 20
W 12169 24
W 12193 7
W 12200 11
W 12211 13
W 12224 5
W 12229 28
W 12257 27
W 12284 24
W 12308 24
W 12332 30
W 12362 21
W 12383 12
W 12395 24
W 12419 3
W 12422 30
W 12452 26
W 12478 19
W 12497 20
W 12517 17
W 12534 21
W 12555 27
W 12582 29
W 12611 17
W 12628 20
W 12648 21
W 12669 8
W 12677 11
W 12688 4
W 12692 25
W 12717 6
W 12723 23
W 12746 25
W 12771 12
W 12783 7
W 12790 4
W 12794 30
W 12824 30
W 12854 22
W 12876 12
W 12888 14
W 12902 14
W 12916 26
W 12942 13
W 12955 17
W 12972 16
W 12988 24
W 13012 8
W 13020 1
W 13021 12
W 13033 32
W 13065 18
W 13083 15
W 13098 17
W 13115 18
W 13133 2
W 13135 29
W 13164 1
W 13165 1
W 13166 8
W 13174 16
W 13190 30
W 13220 14
W 13234 24
W 13258 23
W 13281 6
W 13287 17
W 13304 31
W 13335 20
W 13355 20
W 13375 16
W 13391 28
W 13419 22
W 13441 5
W 13446 13
W 13459 3
W 13462 13
W 13475 30
W 13505 1
W 13506 13
W 13519 16
W 13535 1
W 13536 6
W 13542 31
W 13573 20
W 13593 23
W 13616 12
W 13628 12
W 13640 31
W 13671 22
W 13693 17
W 13710 25
W 13735 14
W 13749 31
W 13780 14
W 13794 5
W 13799 25
W 13824 25
W 13849 30
W 13879 16
W 13895 18
W 13913 25
W 13938 30
W 13968 12
W 13980 2
W 13982 8
W 13990 21
W 14011 24
W 14035 23
W 14058 15
W 14073 15
W 14088 16
W 14104 11
W 14115 15
W 14130 11
W 14141 6
W 14147 23
W 14170 8
W 14178 28
W 14206 20
W 14226 3
W 14229 32
W 14261 26
W 14287 30
W 14317 10
W 14327 28
W 14355 11
W 14366 1
W 14367 23
W 14390 12
W 14402 17
W 14419 17
W 14436 7
W 14443 3
W 14446 6
W 14452 17
W 14469 24
W 14493 23
W 14516 7
W 14523 8
W 14531 23
W 14554 16
W 14570 2
W 14572 2
W 14574 21
W 14595 3
W 14598 2
W 14600 20
W 14620 3
W 14623 17
W 14640 17
W 14657 28
W 14685 26
W 14711 26
W 14737 10
W 14747 15
W 14762 16
W 14778 8
W 14786 22
W 14808 9
W 14817 24
W 14841 8
W 14849 15
W 14864 16
W 14880 16
W 14896 7
